Age,Height,Weight,Overall,Potential,PreferredFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,PositionClass
29,177,73,65,65,Right,3,Medium,Low,81,61,46,65,25,60,42,62,67,49,59,62,50,41,38,65,80,82,72,58,78,65,88,57,67,55,40,27,68,52,61,64,23,16,14,10,5,13,12,10,FO
20,179,74,65,77,Left,2,High,High,65,40,60,54,62,63,66,34,53,66,40,54,55,35,64,52,72,60,57,54,61,43,60,77,59,44,58,60,57,48,40,50,63,64,62,12,6,13,9,14,DE
29,188,83,65,67,Right,1,Medium,Medium,66,61,62,66,31,64,13,12,11,18,13,15,15,13,20,17,38,20,40,61,35,47,45,32,59,15,28,12,10,45,20,48,21,20,15,66,61,62,64,66,GK
29,189,88,65,65,Right,1,Medium,Medium,65,63,65,63,28,65,11,6,12,31,7,7,12,13,22,15,28,28,22,60,45,49,60,40,55,6,25,12,7,33,15,30,8,11,12,65,63,65,65,63,GK
24,181,68,65,71,Right,3,Medium,Medium,69,67,44,65,19,53,27,69,58,55,65,64,36,41,42,67,69,69,71,65,74,68,72,54,56,64,38,17,64,46,56,47,13,14,12,8,13,6,14,5,FO
28,187,79,65,65,Right,3,Medium,Medium,60,60,64,63,51,69,53,60,66,71,53,65,50,54,66,64,54,64,56,60,58,56,60,77,74,66,51,58,62,66,51,56,44,51,41,7,14,9,6,14,MF
23,189,84,65,71,Right,1,Medium,Medium,65,63,56,69,40,64,13,11,12,30,10,19,13,12,26,20,40,39,45,59,33,42,41,20,60,10,22,13,7,46,29,33,8,10,11,65,63,56,64,69,GK
24,182,73,65,69,Right,2,Medium,Medium,73,62,61,64,59,68,51,59,55,67,56,62,55,46,65,64,71,74,68,63,76,65,74,83,64,69,58,58,61,64,53,62,59,62,59,7,7,14,13,14,MF
21,187,78,65,76,Right,2,High,Medium,62,61,63,64,48,64,47,63,36,72,39,64,64,57,67,68,57,66,62,59,58,64,54,70,65,63,55,55,64,59,41,63,41,56,46,11,14,9,13,12,MF
31,186,79,65,65,Right,1,Medium,Medium,66,67,68,63,44,61,13,19,31,30,16,30,11,23,28,26,44,43,56,61,38,51,67,35,49,20,43,31,12,35,39,48,11,22,21,66,67,68,61,63,GK
29,185,85,65,65,Right,3,High,Low,63,65,58,61,43,71,48,65,69,65,60,58,53,61,46,63,61,64,60,61,63,69,81,67,77,64,59,47,68,63,59,68,38,38,35,10,16,7,7,16,FO
20,189,77,65,76,Left,3,High,Medium,80,62,58,67,34,66,53,65,62,61,48,68,59,58,56,67,81,79,75,50,58,65,60,73,68,60,54,26,62,58,46,66,30,35,35,11,14,9,8,15,MF
28,181,73,65,65,Left,3,Medium,Medium,75,57,62,67,51,61,65,55,48,64,52,66,66,65,60,66,76,74,74,61,77,56,69,71,60,66,49,51,57,57,50,59,50,53,54,6,10,6,5,12,MF
22,177,75,65,69,Right,3,Medium,Medium,77,65,54,65,29,69,49,65,61,58,64,63,55,48,50,63,80,75,81,65,76,65,83,72,70,63,58,25,66,55,64,61,20,32,19,9,6,10,15,8,FO
24,188,75,65,72,Right,2,Medium,Medium,61,50,59,54,59,74,48,40,56,70,43,49,39,55,71,60,54,66,65,60,33,57,49,70,80,60,72,54,68,49,58,55,57,65,60,7,7,6,15,5,MF
20,184,86,65,75,Left,2,Medium,High,60,33,49,53,66,64,33,32,69,60,33,50,36,42,58,52,62,58,54,58,67,40,73,64,63,26,64,65,34,42,34,63,65,67,68,8,9,7,11,10,DE
22,178,70,65,72,Right,3,High,Medium,68,56,61,65,59,67,52,61,50,67,43,63,45,43,64,66,68,68,74,62,71,55,64,76,68,51,55,60,63,67,43,58,58,63,60,13,13,6,7,9,MF
26,182,72,65,65,Left,4,High,Low,83,56,56,68,27,62,65,56,43,58,47,70,58,45,39,67,79,86,65,61,64,60,60,67,64,57,52,34,54,59,46,65,17,25,29,7,11,6,8,10,MF
23,177,75,65,73,Right,3,Medium,Medium,76,63,57,67,36,55,59,67,62,60,57,68,53,49,51,68,80,73,70,55,66,65,45,55,62,54,39,25,65,55,65,58,26,41,45,7,9,5,8,5,FO
20,184,74,65,76,Right,3,Medium,Medium,71,64,46,66,29,61,42,68,64,52,48,67,47,38,44,68,74,68,67,61,61,66,72,66,61,60,50,26,65,45,53,60,28,23,21,9,11,8,14,8,FO
25,178,70,65,70,Right,3,Medium,Medium,64,34,54,61,63,59,62,31,59,62,38,61,43,38,52,64,66,63,56,64,66,32,56,63,58,35,57,66,53,38,44,54,63,62,64,8,9,9,11,12,DE
26,180,72,65,66,Left,3,Medium,Medium,75,61,61,75,28,55,59,55,55,63,60,80,78,65,45,73,70,79,76,58,72,72,34,36,68,67,53,25,58,64,49,57,21,28,27,12,8,8,8,14,MF
25,180,78,65,71,Right,2,Medium,Medium,61,31,53,48,66,69,43,30,70,61,28,45,40,43,55,44,58,63,55,60,64,35,70,70,70,18,67,65,55,55,45,58,67,65,60,9,9,11,11,11,DE
27,165,60,65,65,Left,3,High,Low,73,62,62,70,51,47,54,61,39,66,51,66,59,63,64,68,81,67,90,63,92,63,79,78,33,64,35,52,61,64,68,65,47,57,53,6,15,16,16,11,MF
19,180,68,65,78,Right,3,High,Low,80,64,58,68,29,65,61,65,51,62,56,66,68,47,58,67,78,81,80,60,77,68,60,68,65,58,61,25,67,50,58,61,28,25,25,7,10,6,12,9,MF
20,178,68,65,77,Left,2,Medium,Medium,66,33,60,60,65,63,52,24,59,67,29,52,49,52,65,64,68,65,70,66,67,38,80,66,63,46,57,66,32,55,41,65,65,66,65,11,10,14,5,15,MF
27,164,64,65,66,Left,2,Medium,Medium,70,27,54,54,61,45,67,25,46,62,24,49,43,28,53,54,70,70,55,58,92,30,61,70,32,21,44,60,41,38,43,60,58,68,68,6,8,14,12,7,DE
27,194,82,65,66,Left,1,Medium,Medium,65,62,62,66,46,64,16,18,15,33,12,17,20,15,31,25,45,48,44,60,31,47,65,31,63,16,25,22,12,47,21,52,20,14,16,65,62,62,64,66,GK
24,177,76,65,69,Right,2,Medium,High,77,56,56,62,61,64,60,47,47,60,55,58,52,58,45,60,79,76,80,60,74,71,58,72,63,65,58,60,50,55,44,59,62,64,62,5,7,12,11,10,DE
20,190,80,65,76,Right,2,Medium,High,60,37,55,62,65,67,45,33,58,74,29,63,55,40,55,62,60,60,65,61,50,42,60,73,66,39,62,65,50,34,42,55,66,68,63,12,12,7,6,11,DE
21,170,63,65,74,Right,2,Medium,High,65,44,60,63,61,62,42,32,45,67,30,60,42,38,70,62,64,66,71,62,71,59,59,64,61,60,62,59,57,70,37,63,65,64,61,14,9,7,8,13,MF
24,179,69,65,70,Right,2,High,Medium,77,57,60,69,58,60,64,61,49,67,54,69,50,40,55,68,74,79,73,63,76,60,65,66,61,49,48,50,50,55,55,60,61,62,60,6,5,13,14,15,MF
20,187,70,65,76,Right,2,Low,High,68,27,49,55,62,71,24,22,69,61,25,51,42,16,55,63,61,73,45,63,55,41,66,67,73,24,74,60,14,57,42,62,60,64,62,9,14,9,10,8,DE
22,179,77,65,74,Left,2,High,Medium,65,32,57,47,64,51,64,33,45,68,34,41,39,43,62,50,63,67,53,51,53,27,55,61,49,30,43,68,45,36,42,64,64,66,73,6,12,7,7,9,DE
22,181,74,65,72,Right,3,High,Low,68,69,54,68,36,56,44,70,63,54,62,68,55,63,45,70,68,68,70,63,60,67,72,65,63,72,25,40,57,70,65,58,42,23,22,9,10,14,13,10,FO
32,176,70,65,65,Left,3,Medium,High,53,64,65,63,62,63,62,59,53,67,63,61,64,70,64,64,55,52,65,62,70,70,64,53,61,67,81,61,62,62,66,71,62,66,64,7,7,11,10,8,MF
28,172,63,65,65,Right,3,Medium,Medium,75,62,62,67,39,43,56,57,29,65,55,67,64,66,62,65,76,74,73,61,83,70,57,67,32,68,35,34,63,63,53,58,52,37,30,8,15,8,14,13,MF
30,190,83,65,65,Right,2,Medium,Medium,65,36,45,48,65,66,54,31,66,51,33,46,46,32,52,50,59,70,53,48,47,43,65,32,82,42,67,67,27,25,50,53,61,66,65,9,6,10,10,15,DE
22,182,71,65,72,Right,3,High,Medium,67,62,63,66,59,62,55,61,55,67,55,67,61,65,64,65,67,67,65,60,70,60,60,70,58,67,60,58,61,65,66,60,55,65,60,12,12,13,15,13,MF
31,188,84,65,65,Right,2,Medium,High,62,30,39,41,61,90,32,28,65,53,30,29,18,22,33,49,65,60,57,57,49,49,84,92,92,17,82,56,23,34,40,53,62,62,61,8,15,8,8,13,DE
28,174,64,65,65,Right,2,Medium,Medium,81,39,55,64,61,55,60,38,53,60,35,62,51,35,51,61,80,82,83,53,75,40,57,64,48,34,60,61,58,49,41,55,59,63,64,9,10,11,10,13,DE
29,187,81,65,65,Left,3,Medium,Medium,72,66,62,66,31,62,66,62,52,63,60,69,66,64,58,66,67,76,67,61,61,74,55,55,73,74,46,33,61,59,46,55,24,32,25,14,16,7,10,9,FO
20,183,78,65,77,Right,3,High,Medium,81,63,51,70,38,64,38,65,56,57,59,71,54,42,44,68,84,79,80,58,75,62,62,75,66,62,47,37,62,60,52,57,35,35,37,11,5,8,8,6,MF
26,177,76,65,68,Right,2,High,Medium,89,65,48,67,21,54,42,67,47,56,65,68,53,38,36,64,87,91,64,68,81,65,60,72,56,62,26,25,65,50,56,57,20,14,11,14,7,7,8,14,FO
22,189,79,65,71,Right,1,Medium,Medium,65,66,63,67,20,64,11,7,12,24,7,5,14,11,28,10,17,24,32,55,38,47,49,16,44,6,24,6,4,42,18,43,22,13,14,65,66,63,64,67,GK
23,176,72,65,71,Right,4,Medium,Medium,64,69,59,69,36,60,65,76,55,62,60,74,51,45,55,71,65,63,58,49,68,78,55,56,62,50,60,35,52,56,69,54,30,35,37,14,6,7,9,14,FO
19,187,78,65,81,Right,3,Medium,Medium,70,65,62,64,20,55,60,68,70,67,59,66,38,44,61,65,72,68,60,62,68,62,67,55,65,62,28,15,60,64,64,52,16,12,17,11,14,10,5,8,FO
21,172,71,65,74,Right,4,High,Medium,81,58,59,67,39,50,62,58,43,60,56,66,62,57,56,65,84,79,80,54,75,61,50,62,52,53,31,40,61,58,58,61,40,39,33,14,12,12,11,9,MF
20,165,61,65,81,Right,4,Medium,Medium,80,62,57,70,30,43,67,66,41,56,55,73,53,54,51,69,78,81,78,45,66,61,43,61,35,60,41,26,54,56,50,58,28,29,31,7,11,8,12,9,MF
23,176,68,65,70,Right,3,Medium,Medium,64,56,66,68,41,49,66,52,45,69,53,65,66,64,62,70,65,64,79,61,75,62,58,56,46,60,43,28,60,65,58,59,43,44,47,7,11,13,5,12,MF
30,184,70,65,65,Right,2,Medium,High,78,64,53,61,36,72,37,65,66,63,60,59,58,40,51,59,78,78,76,63,69,65,83,66,72,59,75,19,65,54,66,51,31,39,45,13,10,13,8,11,FO
30,187,73,65,65,Right,2,Medium,High,71,27,33,44,66,71,21,19,64,43,26,36,28,22,28,54,72,71,42,51,45,50,63,58,75,20,81,59,28,34,35,49,68,68,66,13,12,11,8,7,DE
21,170,65,65,77,Right,2,Medium,Medium,55,47,62,66,63,51,53,44,49,68,46,63,59,38,64,68,58,52,66,65,79,58,48,50,48,45,59,65,48,67,39,68,64,66,59,9,6,5,12,10,MF
34,184,80,65,65,Right,1,Medium,Medium,65,62,65,61,49,68,18,13,19,36,16,14,19,17,23,22,48,51,46,62,29,49,65,33,64,14,18,19,14,42,22,45,12,15,19,65,62,65,68,61,GK
21,180,74,65,77,Right,2,Medium,Medium,63,51,61,64,62,58,49,52,42,65,48,65,47,53,67,64,64,63,62,66,65,48,52,64,57,49,55,65,68,68,54,60,69,60,59,6,11,11,13,6,MF
22,188,80,65,74,Right,2,Medium,High,59,36,45,53,65,70,33,35,69,61,32,49,37,31,50,57,52,65,52,63,53,42,70,68,75,31,60,61,34,30,48,49,65,67,65,8,13,11,8,7,DE
29,179,71,65,65,Right,3,Medium,High,70,30,57,64,64,66,59,25,68,61,24,63,54,41,54,64,72,69,68,62,71,30,71,59,66,31,71,64,63,55,44,54,64,64,61,7,13,9,11,13,DE
26,184,77,65,67,Right,2,Medium,Medium,76,38,51,58,62,73,52,42,51,63,28,56,40,43,60,63,80,73,50,64,60,38,80,64,80,33,64,61,29,29,50,49,62,65,62,9,5,9,7,7,DE
20,186,74,65,75,Right,3,Medium,Medium,59,68,51,61,18,57,56,70,67,54,63,62,44,45,44,65,54,63,51,62,50,68,64,50,67,66,38,13,66,49,59,65,14,10,16,8,12,15,11,6,FO
18,190,78,65,79,Right,2,Medium,Medium,83,63,50,63,30,71,42,65,61,57,55,62,54,40,47,63,82,84,69,56,66,66,70,73,78,58,53,31,63,50,58,57,22,28,25,14,14,12,11,9,FO
27,185,90,65,68,Right,2,Medium,Medium,67,46,56,61,60,71,48,44,49,69,33,59,36,39,63,67,68,66,62,62,53,57,64,71,75,41,64,56,54,45,45,51,60,65,67,6,13,10,11,14,MF
26,187,79,65,70,Right,2,Medium,High,61,36,48,48,65,69,40,25,70,60,34,42,27,42,59,53,58,63,46,61,53,63,73,63,74,39,65,63,21,33,37,61,64,66,63,14,6,10,6,7,DE
21,187,73,65,78,Right,2,Medium,Medium,76,65,49,65,26,57,31,69,61,64,57,66,36,53,46,64,76,76,68,64,66,58,67,60,60,67,45,22,67,45,58,58,20,25,16,14,7,12,8,14,FO
23,180,73,65,72,Right,4,Medium,Medium,66,63,64,67,51,62,63,60,52,64,56,65,63,69,59,68,68,64,73,59,68,68,64,63,62,68,58,45,61,69,64,68,52,53,52,5,7,8,11,10,MF
30,173,72,65,65,Left,2,High,Medium,67,61,63,65,46,71,53,60,54,71,49,63,50,59,67,69,71,64,66,57,72,63,60,80,67,66,73,44,67,60,51,61,36,53,51,12,12,12,7,6,MF
32,188,78,65,65,Right,3,Medium,Medium,71,65,59,62,41,73,53,64,61,63,58,64,66,58,55,60,70,72,68,55,55,73,76,60,80,59,69,36,65,58,67,59,41,42,32,16,6,16,7,10,FO
24,183,75,65,70,Right,2,Medium,Medium,76,40,54,58,59,72,56,31,51,58,28,56,49,28,45,58,75,77,69,63,62,59,72,83,73,46,56,60,41,59,24,53,60,59,62,14,11,16,7,10,DE
32,189,83,65,65,Right,2,Low,Medium,47,33,49,49,64,72,32,26,62,63,33,44,32,20,61,53,46,47,39,65,56,50,72,53,81,33,71,64,43,42,25,68,64,64,62,6,10,16,9,6,DE
23,170,70,65,70,Right,3,High,Medium,91,56,55,68,38,64,59,57,45,57,44,65,49,52,44,62,91,91,93,56,89,57,33,79,69,56,42,37,57,56,55,62,40,36,33,8,10,10,6,11,MF
22,174,67,65,76,Right,2,High,Medium,78,39,54,65,60,69,54,34,53,60,34,66,56,44,58,61,75,81,72,60,79,45,66,78,61,36,77,61,73,42,48,54,62,60,61,7,6,15,9,13,DE
31,178,65,65,65,Right,3,High,Medium,74,62,60,67,28,66,55,65,66,65,59,63,56,47,58,67,72,75,78,66,78,65,77,73,58,58,73,22,65,63,41,64,31,19,21,6,5,6,8,5,FO
21,182,72,65,77,Left,2,High,Medium,84,49,57,65,58,60,62,45,52,60,50,63,55,48,53,65,82,85,75,60,73,60,59,67,59,45,52,59,55,50,44,58,59,59,57,9,7,11,11,12,DE
22,183,75,65,72,Right,3,High,Medium,77,62,56,69,31,61,53,65,52,59,61,69,61,54,46,68,80,75,81,64,71,62,50,65,64,60,50,28,67,58,42,62,22,35,33,9,14,15,12,7,MF
24,185,81,65,66,Right,2,Medium,High,51,51,55,59,64,67,39,53,66,65,33,57,32,35,66,61,52,51,57,70,61,49,70,61,70,54,67,65,51,55,40,58,61,66,60,14,12,14,15,7,DE
24,175,70,65,68,Right,3,High,Medium,83,63,60,68,50,64,56,64,45,65,63,66,52,46,56,65,81,84,87,58,83,62,80,75,58,60,62,48,64,62,60,59,50,52,52,8,8,5,12,12,MF
21,178,66,65,73,Left,3,Medium,High,73,59,63,66,60,66,59,57,55,67,50,65,57,51,65,66,73,73,70,62,76,64,64,77,59,63,68,61,62,64,49,63,60,61,60,8,8,13,12,7,MF
29,170,68,65,65,Right,2,High,High,67,60,63,67,60,71,62,58,56,66,52,63,56,51,64,66,66,68,79,63,91,62,67,76,64,65,85,60,59,65,51,65,61,62,58,15,7,6,10,7,MF
27,189,81,65,65,Right,2,Medium,Low,55,65,46,55,27,73,32,65,66,54,58,54,42,48,46,64,60,50,46,66,33,75,43,62,89,54,56,19,66,48,66,48,20,27,25,11,6,12,13,14,FO
21,169,62,65,74,Right,3,Medium,Medium,86,60,57,69,18,47,58,60,42,58,44,68,42,40,53,68,85,86,81,60,90,59,56,70,39,64,34,14,62,63,57,56,19,13,18,6,6,7,9,15,MF
24,178,68,65,69,Right,2,Medium,Medium,75,49,60,62,58,59,63,55,45,63,35,58,61,31,58,62,76,74,81,62,72,43,56,84,46,46,61,58,55,62,36,58,58,63,57,12,11,10,6,11,DE
23,174,64,65,71,Right,2,Medium,Medium,77,42,54,67,57,67,57,37,52,62,41,67,47,33,47,65,75,78,73,57,73,55,72,79,61,38,65,61,55,49,47,61,53,59,61,5,9,10,7,5,DE
24,190,84,65,70,Right,2,Low,Medium,36,30,35,35,68,74,35,29,64,37,28,31,30,28,33,32,39,34,34,53,54,32,77,52,91,27,56,64,37,34,39,51,72,71,61,13,11,15,10,9,DE
31,175,75,65,65,Left,2,Low,High,65,22,41,47,67,58,31,16,62,59,20,30,21,24,35,61,63,67,61,66,64,34,72,53,57,22,64,68,22,32,38,54,68,68,64,7,12,7,7,7,DE
17,192,82,65,82,Left,2,High,Medium,67,41,57,58,60,71,66,36,66,65,34,57,46,30,47,62,65,69,59,59,54,58,60,67,78,37,62,55,48,49,37,51,57,64,63,8,9,13,9,8,DE
27,187,80,65,69,Right,1,Medium,Medium,66,65,61,67,40,64,13,12,16,28,17,13,19,16,25,22,41,39,55,54,32,46,38,30,68,15,17,12,10,30,22,49,12,14,14,66,65,61,64,67,GK
22,187,67,65,72,Right,3,Medium,Medium,68,57,65,65,61,65,63,50,55,68,51,63,65,63,65,67,69,67,67,60,67,66,58,78,60,65,62,62,58,63,55,65,62,61,58,13,10,9,8,10,MF
21,186,78,65,75,Left,2,Medium,Medium,55,31,51,58,66,64,38,26,62,66,25,54,38,25,65,63,56,54,56,64,60,48,73,56,71,26,53,64,34,38,30,58,67,68,62,9,13,6,11,7,DE
35,188,88,65,65,Left,1,Medium,Medium,63,61,63,65,22,65,20,18,17,24,19,20,13,14,22,20,23,20,23,64,48,47,33,28,66,14,13,10,10,41,25,33,24,15,14,63,61,63,65,65,GK
26,184,78,65,66,Right,2,Medium,Low,74,69,56,65,34,67,58,70,70,58,63,65,65,48,48,69,73,75,58,59,64,68,70,68,70,70,57,35,65,57,62,62,28,29,26,15,8,7,9,10,FO
24,191,81,65,70,Right,2,Medium,Medium,64,27,49,51,65,68,34,21,67,61,25,47,27,29,59,57,58,68,53,59,45,42,63,63,71,24,66,63,28,47,32,54,64,66,64,5,7,9,11,9,DE
26,185,80,65,68,Left,2,Low,Medium,74,48,61,62,59,69,65,45,57,64,28,61,63,66,61,64,72,75,66,54,69,55,61,74,74,53,53,53,50,48,53,54,56,65,64,8,7,12,14,6,DE
20,177,71,65,75,Left,2,Medium,Medium,76,65,49,67,25,48,39,67,69,56,49,71,39,55,39,69,75,77,55,57,70,63,61,48,55,65,29,22,65,53,66,59,18,22,20,9,6,13,14,10,FO
27,182,75,65,65,Left,2,Medium,Medium,76,48,60,60,59,73,64,41,55,62,28,57,47,34,65,60,74,78,66,59,67,66,81,74,72,50,71,58,53,57,37,64,58,61,59,5,6,13,14,14,DE
22,188,81,65,72,Left,2,Medium,Medium,82,27,51,50,63,73,38,25,64,66,25,45,36,29,57,55,81,82,59,58,41,34,76,65,77,21,70,61,28,41,42,49,60,68,62,11,13,13,10,14,DE
32,178,69,65,65,Right,3,High,Medium,54,61,65,65,56,66,60,60,55,67,53,64,64,58,65,63,53,54,70,63,73,67,60,85,61,60,58,57,63,66,62,63,55,56,53,12,8,16,14,13,MF
24,182,78,65,70,Right,2,Medium,High,64,58,58,66,62,69,42,58,62,66,56,66,34,42,64,67,66,62,67,62,66,61,71,80,65,58,65,62,58,63,45,59,61,63,61,11,14,7,7,10,MF
19,173,65,65,80,Right,4,High,Medium,89,53,56,71,40,44,60,56,46,56,43,70,55,38,54,68,90,88,91,50,86,57,49,71,33,45,37,41,57,56,47,64,40,38,36,14,6,13,10,13,MF
30,176,71,65,65,Right,2,Medium,Medium,65,60,62,64,60,73,57,63,55,66,56,63,58,57,61,63,66,64,70,62,72,54,84,75,66,62,85,59,65,63,44,58,63,61,59,5,14,5,8,6,MF
26,176,73,65,66,Left,4,High,Medium,71,64,61,66,59,61,62,61,55,62,55,68,68,59,61,65,70,71,70,55,71,70,61,72,59,68,50,50,61,55,61,58,60,65,62,11,9,7,12,10,MF
19,187,85,65,80,Right,2,Medium,Medium,76,62,44,65,20,68,34,67,65,54,57,65,51,31,32,64,73,78,68,58,68,61,74,60,78,56,49,13,63,48,51,61,14,16,17,6,12,7,6,11,FO
22,185,80,65,73,Right,3,High,Medium,78,45,55,63,59,70,61,40,57,59,38,63,57,42,50,63,79,78,67,58,70,60,64,71,73,42,64,59,55,48,35,57,57,60,59,6,13,13,14,12,DE
22,188,80,65,72,Left,3,High,Medium,70,44,58,65,61,71,65,43,54,64,33,64,54,30,55,67,70,70,66,61,55,48,55,67,78,43,63,62,61,50,35,64,62,63,59,11,9,8,6,11,DE
23,187,83,65,73,Right,1,Medium,Medium,62,58,63,68,43,69,15,11,14,22,13,15,22,20,25,18,44,41,58,63,38,47,66,31,62,9,21,14,11,38,21,43,14,9,13,62,58,63,69,68,GK
22,183,68,65,74,Left,2,High,Medium,70,56,59,60,64,71,53,43,60,64,51,59,55,53,65,63,71,70,59,60,54,75,72,67,76,67,65,63,53,54,56,51,64,65,62,9,14,8,12,7,DE
28,178,75,65,65,Right,3,High,High,78,63,59,66,27,63,49,65,61,65,57,63,53,56,51,65,81,76,83,64,69,62,87,90,59,58,35,16,65,68,66,67,25,25,23,8,6,15,10,12,FO
26,174,68,65,66,Right,3,High,Medium,78,65,59,66,31,70,56,66,62,60,60,64,65,67,48,64,81,76,80,60,80,67,83,74,69,63,64,38,63,66,67,61,23,27,23,14,7,13,15,10,FO
26,186,74,65,69,Right,1,Medium,Medium,66,64,60,68,46,63,18,15,23,41,12,21,16,20,46,29,47,44,39,56,65,45,55,35,40,17,29,23,12,37,26,33,29,22,24,66,64,60,63,68,GK
25,184,80,65,70,Right,2,Medium,High,61,37,58,60,64,72,55,30,64,66,30,61,36,30,63,62,63,59,57,59,57,45,75,69,74,41,70,67,45,56,43,54,60,65,64,7,10,8,7,9,DE
28,184,66,65,65,Left,3,High,Medium,78,61,63,65,53,50,64,59,59,64,56,63,68,58,64,64,80,76,83,56,70,64,70,61,45,64,43,48,63,61,63,62,59,52,43,13,10,13,15,7,MF
21,180,75,65,76,Right,3,High,Medium,79,67,58,68,20,55,58,65,48,60,55,67,60,57,44,67,80,78,74,64,71,71,59,62,59,72,33,14,63,64,61,64,17,17,17,14,10,10,9,14,MF
20,173,76,65,75,Left,2,High,Medium,74,52,59,68,61,65,43,47,51,70,38,68,43,38,64,67,74,74,74,63,77,67,60,77,56,53,76,61,58,60,47,51,59,66,57,7,11,9,9,7,MF
21,176,70,65,78,Right,3,High,Medium,75,53,65,65,48,50,63,50,54,71,54,63,56,54,63,67,71,78,67,52,77,62,54,53,47,46,51,36,61,65,57,63,46,54,57,6,10,14,15,14,MF
34,191,76,65,65,Right,2,Medium,Medium,62,26,36,40,66,76,25,24,66,47,24,35,28,32,32,39,59,64,44,53,49,34,83,66,82,22,73,64,23,32,39,60,68,65,62,16,11,6,6,13,DE
30,185,71,65,65,Right,2,Medium,Medium,48,58,59,50,66,63,49,56,66,64,40,39,52,51,64,59,52,44,49,66,65,64,62,64,67,60,53,65,58,62,52,61,69,65,59,10,7,12,13,7,MF
36,173,72,65,65,Right,3,Medium,Medium,52,60,65,74,46,64,59,53,33,69,62,72,66,63,63,72,71,37,87,67,85,71,77,77,56,62,63,57,51,67,68,74,53,40,34,15,10,16,9,15,MF
25,181,73,65,69,Right,3,Low,High,60,36,55,61,62,67,35,34,51,66,34,60,32,37,68,62,65,56,68,58,68,45,55,58,73,30,68,66,40,58,41,48,63,64,52,15,11,8,15,9,MF
32,189,89,65,65,Right,2,Medium,Low,57,64,42,62,31,76,36,67,70,53,55,63,46,42,37,66,53,61,52,62,54,69,58,63,87,60,69,27,65,29,45,61,33,20,26,10,14,10,8,8,FO
30,175,72,65,65,Right,3,Medium,Low,73,62,61,68,47,62,62,62,46,63,63,66,62,57,54,65,75,71,84,58,85,65,38,71,62,62,57,52,63,62,56,66,40,50,46,12,9,8,12,7,MF
35,189,78,65,65,Left,2,Medium,Medium,43,45,55,48,65,63,45,37,65,61,29,46,58,48,60,55,31,52,34,61,33,64,68,31,78,40,64,64,55,53,62,61,66,65,64,11,7,9,9,14,DE
26,185,77,65,68,Right,2,Medium,Low,71,64,47,61,32,63,31,66,76,53,56,58,51,35,44,64,72,70,68,57,60,70,69,61,65,55,60,28,64,55,61,61,27,29,22,7,11,8,12,15,FO
31,178,73,65,65,Right,2,High,High,74,43,54,57,57,75,61,36,53,62,36,52,54,48,48,58,73,74,73,54,75,54,74,90,64,46,85,59,45,40,52,48,55,58,61,6,7,11,10,8,DE
27,184,75,65,66,Right,3,Medium,Medium,71,51,62,66,61,65,54,46,42,67,48,67,62,43,64,66,72,70,62,65,65,58,48,75,64,55,57,66,61,63,44,62,62,64,62,10,14,15,13,10,MF
29,184,75,65,65,Right,3,High,Low,68,64,61,63,34,66,65,65,66,64,56,62,51,44,57,61,64,71,71,63,67,66,60,64,77,61,44,26,67,59,57,59,39,26,24,15,6,7,6,14,FO
18,178,73,65,77,Right,2,Medium,Medium,59,49,56,60,63,69,41,53,52,65,31,59,40,36,66,63,61,57,59,57,66,46,56,70,72,50,64,62,52,58,44,49,63,65,66,8,14,11,5,8,MF
30,173,72,65,65,Left,3,Medium,Medium,76,60,61,66,32,58,62,61,48,61,56,64,64,65,60,64,78,75,83,64,81,63,66,67,57,55,47,40,61,61,62,58,43,13,20,8,15,14,6,9,MF
23,170,68,65,71,Right,3,Medium,Low,84,59,59,68,23,53,63,57,30,60,61,69,72,61,42,65,85,83,83,61,73,64,67,48,57,60,44,17,59,60,50,52,28,21,20,10,11,7,6,6,MF
27,181,75,65,65,Right,2,Medium,Medium,60,41,56,59,62,61,64,36,52,60,37,58,53,31,57,61,62,59,59,63,64,50,56,67,65,43,47,64,53,49,38,50,63,64,63,6,11,15,13,6,DE
29,176,65,65,65,Left,3,High,Low,76,62,57,69,26,36,60,63,49,60,59,72,61,60,46,68,79,74,70,52,79,70,32,43,35,52,32,20,58,57,62,52,21,26,28,5,7,14,13,6,FO
25,191,80,65,71,Left,2,Low,Medium,58,31,46,47,64,72,36,31,61,60,26,37,40,31,45,65,52,63,33,61,51,40,83,63,80,22,58,61,26,36,33,47,63,67,64,10,10,9,12,7,DE
24,184,85,65,69,Left,3,High,Low,55,68,55,64,27,65,44,71,65,60,63,67,55,45,55,62,55,55,61,57,70,68,72,63,70,62,55,25,67,58,63,55,22,23,22,11,6,15,14,13,FO
